timestamp_iso,timestamp_ms,status,stream_id,rtmp_url,error
2026-04-16T13:41:42.263122,1776364902263,initializing,,rtmp://136.116.71.233:1935/live/stream,
2026-04-16T13:41:42.884337,1776364902884,streaming,,rtmp://136.116.71.233:1935/live/stream,
