timestamp_iso,timestamp_ms,glasses_connected,stream_status,glasses_battery_level,glasses_battery_charging,head_position,mediamtx_ready,mediamtx_encoded_bitrate_bps,mediamtx_delivered_bitrate_bps,mediamtx_bytes_received,mediamtx_bytes_sent,mediamtx_active_readers,startup_delay_ms,mediamtx_ingest_latency_ms,server_processing_ms
2026-04-15T14:07:21.473928,1776280041473,False,idle,,,,False,,,0,0,0,,,65.508
2026-04-15T14:07:23.544549,1776280043544,False,idle,,,,False,0,0,0,0,0,,,68.485
2026-04-15T14:07:25.607635,1776280045607,False,idle,,,,False,0,0,0,0,0,,,60.501
2026-04-15T14:07:27.675116,1776280047675,False,idle,,,,False,0,0,0,0,0,,,66.054
2026-04-15T14:07:29.742681,1776280049742,False,idle,,,,False,0,0,0,0,0,,,65.106
2026-04-15T14:07:31.811659,1776280051811,False,idle,,,,False,0,0,0,0,0,,,66.640
2026-04-15T14:07:33.886193,1776280053886,False,idle,,,,False,0,0,0,0,0,,,71.868
2026-04-15T14:07:35.982694,1776280055982,False,idle,,,,False,0,0,0,0,0,,,94.109
2026-04-15T14:07:38.053952,1776280058053,False,idle,,,,False,0,0,0,0,0,,,69.893
2026-04-15T14:07:40.124260,1776280060124,False,idle,,,,False,0,0,0,0,0,,,68.243
2026-04-15T14:07:42.215653,1776280062215,False,idle,,,,False,0,0,0,0,0,,,88.969
2026-04-15T14:07:44.286763,1776280064286,False,idle,,,,False,0,0,0,0,0,,,68.517
2026-04-15T14:07:46.360510,1776280066360,False,idle,,,,False,0,0,0,0,0,,,71.187
2026-04-15T14:07:48.433001,1776280068432,False,idle,,,,False,0,0,0,0,0,,,70.130
2026-04-15T14:07:50.525557,1776280070525,False,idle,,,,False,0,0,0,0,0,,,90.289
2026-04-15T14:07:52.596699,1776280072596,False,idle,,,,False,0,0,0,0,0,,,68.636
2026-04-15T14:07:54.666586,1776280074666,False,idle,,,,False,0,0,0,0,0,,,67.213
2026-04-15T14:07:56.732408,1776280076732,False,idle,,,,False,0,0,0,0,0,,,63.363
2026-04-15T14:07:58.803775,1776280078803,False,idle,,,,False,0,0,0,0,0,,,68.806
2026-04-15T14:08:00.872311,1776280080872,False,idle,,,,False,0,0,0,0,0,,,66.039
2026-04-15T14:08:02.940486,1776280082940,False,idle,,,,False,0,0,0,0,0,,,65.729
2026-04-15T14:08:05.162406,1776280085162,False,idle,,,,False,0,0,0,0,0,,,219.513
2026-04-15T14:08:07.262273,1776280087262,False,idle,,,,False,0,0,0,0,0,,,98.104
2026-04-15T14:08:09.335023,1776280089335,False,idle,,,,False,0,0,0,0,0,,,70.266
2026-04-15T14:08:11.406003,1776280091405,False,idle,,,,False,0,0,0,0,0,,,68.476
2026-04-15T14:08:13.476380,1776280093476,False,idle,,,,False,0,0,0,0,0,,,68.298
2026-04-15T14:08:15.548437,1776280095548,False,idle,,,,False,0,0,0,0,0,,,69.451
2026-04-15T14:08:17.625338,1776280097625,False,idle,,,,False,0,0,0,0,0,,,75.379
2026-04-15T14:08:19.743701,1776280099743,False,idle,,,,False,0,0,0,0,0,,,116.004
2026-04-15T14:08:21.821136,1776280101821,False,idle,,,,False,0,0,0,0,0,,,74.996
2026-04-15T14:08:24.922581,1776280104922,False,idle,,,,False,0,0,0,0,0,,,1099.518
2026-04-15T14:08:26.997314,1776280106997,False,idle,,,,False,0,0,0,0,0,,,72.280
2026-04-15T14:08:29.065409,1776280109065,False,idle,,,,False,0,0,0,0,0,,,65.734
