timestamp_iso,timestamp_ms,glasses_connected,stream_status,glasses_battery_level,glasses_battery_charging,head_position,mediamtx_ready,mediamtx_encoded_bitrate_bps,mediamtx_delivered_bitrate_bps,mediamtx_bytes_received,mediamtx_bytes_sent,mediamtx_active_readers,startup_delay_ms,mediamtx_ingest_latency_ms,server_processing_ms
2026-04-15T17:29:56.295525,1776292196295,False,idle,,,,False,,,0,0,0,,,69.400
2026-04-15T17:29:58.353445,1776292198353,False,idle,,,,False,0,0,0,0,0,,,55.521
2026-04-15T17:30:00.410630,1776292200410,False,idle,,,,False,0,0,0,0,0,,,54.606
2026-04-15T17:30:02.465529,1776292202465,False,idle,,,,False,0,0,0,0,0,,,53.497
2026-04-15T17:30:04.703946,1776292204703,False,idle,,,,False,0,0,0,0,0,,,235.895
2026-04-15T17:30:06.783783,1776292206783,False,idle,,,,False,0,0,0,0,0,,,77.629
2026-04-15T17:30:08.838998,1776292208838,False,idle,,,,False,0,0,0,0,0,,,52.846
2026-04-15T17:30:10.897585,1776292210897,False,idle,,,,False,0,0,0,0,0,,,56.100
2026-04-15T17:30:12.955182,1776292212955,False,idle,,,,False,0,0,0,0,0,,,54.999
2026-04-15T17:30:15.012790,1776292215012,False,idle,,,,False,0,0,0,0,0,,,55.038
2026-04-15T17:30:17.070734,1776292217070,False,idle,,,,False,0,0,0,0,0,,,55.410
2026-04-15T17:30:19.128384,1776292219128,False,idle,,,,False,0,0,0,0,0,,,55.172
2026-04-15T17:30:21.180867,1776292221180,False,idle,,,,False,0,0,0,0,0,,,50.915
2026-04-15T17:30:23.237485,1776292223237,False,idle,,,,False,0,0,0,0,0,,,54.409
2026-04-15T17:30:25.295553,1776292225295,False,idle,,,,False,0,0,0,0,0,,,55.696
2026-04-15T17:30:27.351756,1776292227351,False,idle,,,,False,0,0,0,0,0,,,53.751
2026-04-15T17:30:29.409478,1776292229409,False,idle,,,,False,0,0,0,0,0,,,55.163
2026-04-15T17:30:31.467647,1776292231467,False,idle,,,,False,0,0,0,0,0,,,55.641
2026-04-15T17:30:33.526296,1776292233526,False,idle,,,,False,0,0,0,0,0,,,55.907
2026-04-15T17:30:35.607883,1776292235607,False,idle,,,,False,0,0,0,0,0,,,79.291
2026-04-15T17:30:37.664945,1776292237664,False,idle,,,,False,0,0,0,0,0,,,54.753
2026-04-15T17:30:39.720270,1776292239720,False,idle,,,,False,0,0,0,0,0,,,52.893
2026-04-15T17:30:41.777953,1776292241777,False,idle,,,,False,0,0,0,0,0,,,55.052
2026-04-15T17:30:43.835674,1776292243835,False,idle,,,,False,0,0,0,0,0,,,55.083
2026-04-15T17:30:45.893620,1776292245893,False,idle,,,,False,0,0,0,0,0,,,55.300
2026-04-15T17:30:47.950356,1776292247950,False,idle,,,,False,0,0,0,0,0,,,54.238
2026-04-15T17:30:50.083233,1776292250083,False,idle,,,,False,0,0,0,0,0,,,130.513
2026-04-15T17:30:52.168599,1776292252168,False,idle,,,,False,0,0,0,0,0,,,83.026
2026-04-15T17:30:54.225036,1776292254225,False,idle,,,,False,0,0,0,0,0,,,53.912
2026-04-15T17:30:56.278494,1776292256278,False,idle,,,,False,0,0,0,0,0,,,50.832
2026-04-15T17:30:58.333439,1776292258333,False,idle,,,,False,0,0,0,0,0,,,52.461
2026-04-15T17:31:00.388240,1776292260388,False,idle,,,,False,0,0,0,0,0,,,53.105
2026-04-15T17:31:02.443944,1776292262443,False,idle,,,,False,0,0,0,0,0,,,53.386
2026-04-15T17:31:04.689267,1776292264689,False,idle,,,,False,0,0,0,0,0,,,243.308
2026-04-15T17:31:06.789817,1776292266789,False,idle,,,,False,0,0,0,0,0,,,98.133
2026-04-15T17:31:08.845434,1776292268845,False,idle,,,,False,0,0,0,0,0,,,54.336
2026-04-15T17:31:10.899094,1776292270899,False,idle,,,,False,0,0,0,0,0,,,52.032
2026-04-15T17:31:12.955842,1776292272955,False,idle,,,,False,0,0,0,0,0,,,54.344
2026-04-15T17:31:15.010893,1776292275010,False,idle,,,,False,0,0,0,0,0,,,52.549
2026-04-15T17:31:17.064736,1776292277064,False,idle,,,,False,0,0,0,0,0,,,51.394
2026-04-15T17:31:19.122528,1776292279122,False,idle,,,,False,0,0,0,0,0,,,55.263
2026-04-15T17:31:21.173543,1776292281173,False,idle,,,,False,0,0,0,0,0,,,48.849
2026-04-15T17:31:23.230642,1776292283230,False,idle,,,,False,0,0,0,0,0,,,54.564
2026-04-15T17:31:25.286248,1776292285286,False,idle,,,,False,0,0,0,0,0,,,53.042
2026-04-15T17:31:27.341333,1776292287341,False,idle,,,,False,0,0,0,0,0,,,54.174
2026-04-15T17:31:29.396394,1776292289396,False,idle,,,,False,0,0,0,0,0,,,52.700
2026-04-15T17:31:31.452645,1776292291452,False,idle,,,,False,0,0,0,0,0,,,54.010
2026-04-15T17:31:33.509941,1776292293509,False,idle,,,,False,0,0,0,0,0,,,54.901
2026-04-15T17:31:35.640375,1776292295640,False,idle,,,,False,0,0,0,0,0,,,128.419
2026-04-15T17:31:37.697425,1776292297697,False,idle,,,,False,0,0,0,0,0,,,54.766
2026-04-15T17:31:39.757746,1776292299757,False,idle,,,,False,0,0,0,0,0,,,57.787
2026-04-15T17:31:41.815189,1776292301815,False,idle,,,,False,0,0,0,0,0,,,54.845
2026-04-15T17:31:43.870634,1776292303870,False,idle,,,,False,0,0,0,0,0,,,52.925
2026-04-15T17:31:45.925708,1776292305925,False,idle,,,,False,0,0,0,0,0,,,52.614
2026-04-15T17:31:47.979944,1776292307979,False,idle,,,,False,0,0,0,0,0,,,51.687
2026-04-15T17:31:50.073112,1776292310073,False,idle,,,,False,0,0,0,0,0,,,90.661
2026-04-15T17:31:52.127640,1776292312127,False,idle,,,,False,0,0,0,0,0,,,52.125
2026-04-15T17:31:54.180622,1776292314180,False,idle,,,,False,0,0,0,0,0,,,52.477
2026-04-15T17:31:56.234466,1776292316234,False,idle,,,,False,0,0,0,0,0,,,52.403
2026-04-15T17:31:58.288923,1776292318288,False,idle,,,,False,0,0,0,0,0,,,52.748
2026-04-15T17:32:00.340821,1776292320340,False,idle,,,,False,0,0,0,0,0,,,50.804
2026-04-15T17:32:02.394591,1776292322394,False,idle,,,,False,0,0,0,0,0,,,50.845
2026-04-15T17:32:04.551554,1776292324551,False,idle,,,,False,0,0,0,0,0,,,154.440
2026-04-15T17:32:06.619950,1776292326619,False,idle,,,,False,0,0,0,0,0,,,66.085
2026-04-15T17:32:08.674070,1776292328674,False,idle,,,,False,0,0,0,0,0,,,51.944
2026-04-15T17:32:10.727794,1776292330727,False,idle,,,,False,0,0,0,0,0,,,51.662
2026-04-15T17:32:12.782284,1776292332782,False,idle,,,,False,0,0,0,0,0,,,51.742
2026-04-15T17:32:14.843300,1776292334843,False,idle,,,,False,0,0,0,0,0,,,58.520
2026-04-15T17:32:16.898439,1776292336898,False,idle,,,,False,0,0,0,0,0,,,52.592
2026-04-15T17:32:18.953729,1776292338953,False,idle,,,,False,0,0,0,0,0,,,52.857
2026-04-15T17:32:21.024407,1776292341024,False,idle,,,,False,0,0,0,0,0,,,68.351
2026-04-15T17:32:23.080856,1776292343080,False,idle,,,,False,0,0,0,0,0,,,54.752
2026-04-15T17:32:25.137658,1776292345137,False,idle,,,,False,0,0,0,0,0,,,54.313
2026-04-15T17:32:27.195360,1776292347195,False,idle,,,,False,0,0,0,0,0,,,55.214
2026-04-15T17:32:29.252370,1776292349252,False,idle,,,,False,0,0,0,0,0,,,54.515
2026-04-15T17:32:31.309117,1776292351309,False,idle,,,,False,0,0,0,0,0,,,54.217
2026-04-15T17:32:33.363982,1776292353363,False,idle,,,,False,0,0,0,0,0,,,52.102
2026-04-15T17:32:35.557289,1776292355557,False,idle,,,,False,0,0,0,0,0,,,190.587
2026-04-15T17:32:37.610971,1776292357610,False,idle,,,,False,0,0,0,0,0,,,51.344
2026-04-15T17:32:39.663004,1776292359662,False,idle,,,,False,0,0,0,0,0,,,49.409
2026-04-15T17:32:41.715638,1776292361715,False,idle,,,,False,0,0,0,0,0,,,50.463
2026-04-15T17:32:43.772934,1776292363772,False,idle,,,,False,0,0,0,0,0,,,54.696
2026-04-15T17:32:45.829644,1776292365829,False,idle,,,,False,0,0,0,0,0,,,54.049
2026-04-15T17:32:47.882825,1776292367882,False,idle,,,,False,0,0,0,0,0,,,50.634
2026-04-15T17:32:50.054665,1776292370054,False,idle,,,,False,0,0,0,0,0,,,169.706
2026-04-15T17:32:52.108138,1776292372108,False,idle,,,,False,0,0,0,0,0,,,51.068
2026-04-15T17:32:54.161267,1776292374161,False,idle,,,,False,0,0,0,0,0,,,50.756
2026-04-15T17:32:56.214518,1776292376214,False,idle,,,,False,0,0,0,0,0,,,50.768
2026-04-15T17:32:58.267863,1776292378267,False,idle,,,,False,0,0,0,0,0,,,50.747
2026-04-15T17:33:00.325600,1776292380325,False,idle,,,,False,0,0,0,0,0,,,55.219
2026-04-15T17:33:02.381335,1776292382381,False,idle,,,,False,0,0,0,0,0,,,54.160
2026-04-15T17:33:04.646389,1776292384646,False,idle,,,,False,0,0,0,0,0,,,263.221
2026-04-15T17:33:06.722488,1776292386722,False,idle,,,,False,0,0,0,0,0,,,74.429
2026-04-15T17:33:08.778697,1776292388778,False,idle,,,,False,0,0,0,0,0,,,53.826
2026-04-15T17:33:10.835995,1776292390835,False,idle,,,,False,0,0,0,0,0,,,54.766
2026-04-15T17:33:12.890698,1776292392890,False,idle,,,,False,0,0,0,0,0,,,52.184
2026-04-15T17:33:14.944522,1776292394944,False,idle,,,,False,0,0,0,0,0,,,51.378
2026-04-15T17:33:17.000090,1776292396999,False,idle,,,,False,0,0,0,0,0,,,52.911
2026-04-15T17:33:19.056295,1776292399056,False,idle,,,,False,0,0,0,0,0,,,53.650
2026-04-15T17:33:21.159339,1776292401159,False,idle,,,,False,0,0,0,0,0,,,101.277
2026-04-15T17:33:23.215771,1776292403215,False,idle,,,,False,0,0,0,0,0,,,54.184
2026-04-15T17:33:25.270759,1776292405270,False,idle,,,,False,0,0,0,0,0,,,52.570
2026-04-15T17:33:27.327885,1776292407327,False,idle,,,,False,0,0,0,0,0,,,54.549
2026-04-15T17:33:29.388137,1776292409388,False,idle,,,,False,0,0,0,0,0,,,58.169
2026-04-15T17:33:31.444567,1776292411444,False,idle,,,,False,0,0,0,0,0,,,53.841
2026-04-15T17:33:33.500585,1776292413500,False,idle,,,,False,0,0,0,0,0,,,53.484
2026-04-15T17:33:35.588325,1776292415588,False,idle,,,,False,0,0,0,0,0,,,86.361
2026-04-15T17:33:37.645583,1776292417645,False,idle,,,,False,0,0,0,0,0,,,54.962
2026-04-15T17:33:39.701729,1776292419701,False,idle,,,,False,0,0,0,0,0,,,53.718
