timestamp_iso,timestamp_ms,status,stream_id,rtmp_url,error
2026-04-21T13:43:58.648172,1776797038648,initializing,,rtmp://136.116.71.233:1935/live/stream,
2026-04-21T13:43:59.262496,1776797039262,streaming,,rtmp://136.116.71.233:1935/live/stream,
