timestamp_iso,timestamp_ms,status,stream_id,rtmp_url,error
2026-04-15T18:05:18.787441,1776294318787,stopped,,rtmp://136.116.71.233:1935/live/stream,
2026-04-15T18:05:19.831757,1776294319831,initializing,,rtmp://136.116.71.233:1935/live/stream,
2026-04-15T18:05:20.527415,1776294320527,streaming,,rtmp://136.116.71.233:1935/live/stream,
