timestamp_iso,timestamp_ms,status,stream_id,rtmp_url,error
2026-04-15T18:01:31.559398,1776294091559,initializing,,rtmp://136.116.71.233:1935/live/stream,
2026-04-15T18:01:31.763877,1776294091763,error,,rtmp://136.116.71.233:1935/live/stream,
2026-04-15T18:01:31.968952,1776294091968,reconnecting,,rtmp://136.116.71.233:1935/live/stream,
2026-04-15T18:01:33.042930,1776294093042,reconnecting,,rtmp://136.116.71.233:1935/live/stream,
2026-04-15T18:01:33.811561,1776294093811,reconnected,,rtmp://136.116.71.233:1935/live/stream,
