timestamp_iso,timestamp_ms,status,stream_id,rtmp_url,error
2026-04-21T10:25:33.762460,1776785133762,initializing,,rtmp://136.116.71.233:1935/live/stream,
2026-04-21T10:25:34.492475,1776785134492,streaming,,rtmp://136.116.71.233:1935/live/stream,
